0.000	20.59	-49.82	795.07	0.42	-1.18	-0.07	
0.001	19.98	-51.05	794.89	0.42	-1.18	-0.07	
0.002	19.54	-50.70	795.59	0.42	-1.18	-0.07	
0.003	19.98	-50.52	794.36	0.42	-1.18	-0.07	
0.004	19.36	-50.48	795.24	0.42	-1.18	-0.07	
0.005	20.77	-50.79	795.24	0.42	-1.18	-0.07	
0.006	19.71	-50.70	794.54	0.42	-1.17	-0.07	
0.007	19.62	-50.35	795.59	0.42	-1.17	-0.07	
0.008	19.62	-51.05	794.71	0.42	-1.18	-0.07	
0.009	19.01	-50.30	795.42	0.42	-1.18	-0.07	
0.010	19.01	-49.95	794.18	0.42	-1.18	-0.07	
0.011	19.62	-50.30	795.42	0.42	-1.17	-0.07	
0.012	20.06	-50.92	795.07	0.42	-1.17	-0.07	
0.013	19.54	-50.22	795.24	0.42	-1.17	-0.07	
0.014	19.36	-50.52	794.89	0.42	-1.17	-0.07	
0.015	19.36	-49.91	794.36	0.42	-1.17	-0.07	
0.016	18.66	-50.30	794.89	0.42	-1.17	-0.07	
0.017	18.92	-50.35	795.59	0.42	-1.17	-0.07	
0.018	19.45	-49.86	794.18	0.42	-1.17	-0.07	
0.019	19.10	-50.44	794.89	0.42	-1.17	-0.07	
0.020	19.71	-50.00	795.24	0.42	-1.17	-0.07	
0.021	19.01	-50.26	794.71	0.42	-1.17	-0.08	
0.022	18.66	-49.25	794.18	0.42	-1.17	-0.08	
0.023	18.57	-50.26	795.24	0.42	-1.17	-0.08	
0.024	19.27	-49.82	794.18	0.42	-1.17	-0.07	
0.025	18.92	-49.60	794.01	0.42	-1.17	-0.08	
0.026	19.01	-50.08	794.71	0.42	-1.16	-0.08	
0.027	19.10	-49.51	793.83	0.42	-1.17	-0.07	
0.028	18.57	-49.78	793.65	0.42	-1.16	-0.08	
0.029	19.01	-49.82	793.65	0.42	-1.16	-0.08	
0.030	18.74	-49.86	794.54	0.42	-1.16	-0.07	
0.031	19.01	-49.33	793.65	0.42	-1.16	-0.08	
0.032	18.39	-49.73	794.18	0.42	-1.16	-0.08	
0.033	18.13	-49.73	793.83	0.42	-1.16	-0.08	
0.034	19.01	-49.64	793.65	0.42	-1.16	-0.08	
