0.000	20.59	-45.54	18.33	0.05	-0.03	-0.05	
0.001	20.06	-46.25	18.15	0.06	-0.03	-0.05	
0.002	20.42	-46.12	17.98	0.05	-0.03	-0.05	
0.003	19.80	-46.34	17.63	0.06	-0.03	-0.05	
0.004	20.50	-46.34	18.51	0.05	-0.03	-0.06	
0.005	20.77	-45.50	18.33	0.05	-0.03	-0.05	
0.006	20.68	-45.67	18.86	0.06	-0.03	-0.06	
0.007	20.06	-46.20	17.10	0.05	-0.03	-0.05	
0.008	20.50	-45.94	17.80	0.05	-0.03	-0.05	
0.009	19.98	-45.76	18.51	0.05	-0.03	-0.06	
0.010	20.33	-45.94	18.86	0.06	-0.03	-0.05	
0.011	20.42	-46.56	18.68	0.05	-0.03	-0.06	
0.012	20.50	-45.98	18.68	0.05	-0.03	-0.05	
0.013	20.42	-47.00	19.21	0.05	-0.03	-0.05	
0.014	19.62	-46.38	17.80	0.05	-0.02	-0.06	
0.015	20.33	-46.82	18.68	0.05	-0.03	-0.05	
0.016	20.50	-46.25	18.86	0.05	-0.03	-0.06	
0.017	20.50	-45.59	18.51	0.05	-0.02	-0.05	
0.018	20.33	-45.85	17.98	0.05	-0.03	-0.05	
0.019	19.54	-46.25	18.51	0.05	-0.03	-0.05	
0.020	20.06	-46.73	18.51	0.05	-0.03	-0.05	
0.021	19.80	-45.72	18.51	0.05	-0.03	-0.06	
0.022	20.68	-46.87	18.51	0.05	-0.03	-0.06	
0.023	19.80	-47.31	18.33	0.05	-0.03	-0.05	
0.024	20.50	-45.94	17.80	0.05	-0.03	-0.05	
0.025	20.24	-46.34	18.86	0.05	-0.03	-0.06	
0.026	20.42	-46.16	17.45	0.05	-0.03	-0.05	
0.027	20.15	-46.12	18.86	0.05	-0.03	-0.05	
0.028	20.24	-46.07	17.98	0.06	-0.03	-0.05	
0.029	20.33	-45.50	18.51	0.05	-0.03	-0.05	
0.030	19.98	-45.45	18.15	0.05	-0.03	-0.05	
0.031	19.71	-45.76	18.15	0.05	-0.03	-0.05	
0.032	20.59	-46.34	19.04	0.05	-0.03	-0.06	
0.033	19.45	-46.07	17.98	0.05	-0.03	-0.05	
0.034	20.68	-45.28	19.04	0.05	-0.03	-0.05	
0.035	19.01	-45.94	18.33	0.05	-0.03	-0.05	
0.036	19.36	-45.94	18.68	0.05	-0.03	-0.05	
0.037	20.50	-46.38	17.45	0.05	-0.03	-0.05	
0.038	19.27	-46.42	19.21	0.05	-0.03	-0.06	
