0.000	4.36	-37.70	751.88	0.28	-0.39	-0.05	
0.001	5.02	-37.92	752.59	0.28	-0.39	-0.04	
0.002	4.22	-37.61	752.24	0.28	-0.39	-0.04	
0.003	4.22	-37.87	752.06	0.28	-0.39	-0.04	
0.004	4.84	-37.56	752.94	0.28	-0.39	-0.05	
0.005	5.24	-37.65	751.71	0.29	-0.39	-0.04	
0.006	5.28	-37.96	751.71	0.28	-0.39	-0.05	
0.007	4.40	-36.90	751.88	0.28	-0.39	-0.04	
0.008	4.53	-36.86	752.59	0.28	-0.39	-0.04	
0.009	4.75	-38.00	751.71	0.28	-0.39	-0.05	
0.010	4.27	-37.83	752.59	0.29	-0.39	-0.05	
0.011	4.80	-37.61	752.24	0.28	-0.40	-0.04	
0.012	4.71	-37.56	752.94	0.28	-0.40	-0.04	
0.013	4.80	-37.25	752.41	0.28	-0.40	-0.04	
0.014	4.66	-36.73	752.24	0.28	-0.40	-0.04	
0.015	4.53	-37.47	752.76	0.28	-0.39	-0.04	
0.016	4.93	-36.46	752.06	0.29	-0.40	-0.05	
0.017	5.10	-37.03	752.06	0.28	-0.40	-0.05	
0.018	6.20	-37.17	752.41	0.28	-0.40	-0.05	
0.019	5.68	-37.34	752.24	0.28	-0.40	-0.05	
0.020	5.90	-37.70	752.41	0.28	-0.40	-0.05	
0.021	5.63	-37.74	753.12	0.28	-0.40	-0.05	
0.022	5.37	-37.25	752.94	0.28	-0.40	-0.05	
0.023	5.68	-37.12	752.94	0.28	-0.40	-0.05	
0.024	5.24	-38.05	753.29	0.28	-0.40	-0.05	
0.025	5.54	-36.90	751.71	0.28	-0.40	-0.05	
0.026	4.88	-37.87	752.24	0.28	-0.40	-0.05	
0.027	5.46	-38.49	752.24	0.28	-0.40	-0.05	
0.028	5.68	-37.70	752.06	0.28	-0.40	-0.05	
0.029	5.63	-37.74	752.24	0.28	-0.40	-0.04	
0.030	5.41	-37.96	752.59	0.28	-0.40	-0.05	
0.031	6.29	-37.70	752.06	0.28	-0.40	-0.04	
0.032	5.06	-36.99	751.71	0.28	-0.41	-0.05	
0.033	6.25	-37.47	752.59	0.28	-0.40	-0.05	
0.034	5.54	-38.00	752.24	0.28	-0.40	-0.05	
0.035	5.41	-37.83	752.24	0.28	-0.41	-0.05	
0.036	6.07	-37.87	752.41	0.28	-0.41	-0.05	
0.037	6.07	-38.00	752.59	0.28	-0.41	-0.05	
0.038	6.69	-38.00	752.59	0.28	-0.41	-0.05	
0.039	6.73	-38.44	752.76	0.28	-0.41	-0.05	
0.040	6.91	-37.74	752.24	0.28	-0.41	-0.05	
0.041	6.64	-38.09	753.29	0.28	-0.41	-0.05	
0.042	7.04	-37.87	751.88	0.28	-0.41	-0.05	
0.043	7.13	-37.43	752.41	0.28	-0.41	-0.05	
0.044	6.91	-37.74	752.59	0.28	-0.41	-0.04	
0.045	7.74	-37.65	752.24	0.28	-0.41	-0.04	
0.046	7.61	-37.70	752.06	0.28	-0.41	-0.05	
0.047	7.83	-38.00	752.41	0.28	-0.41	-0.05	
0.048	7.52	-38.05	752.41	0.28	-0.42	-0.05	
0.049	8.18	-37.47	752.59	0.28	-0.41	-0.05	
0.050	7.57	-38.18	751.71	0.28	-0.42	-0.05	
0.051	8.76	-37.83	752.24	0.28	-0.41	-0.05	
0.052	8.54	-38.09	752.41	0.28	-0.42	-0.05	
0.053	8.58	-38.40	752.76	0.28	-0.42	-0.05	
0.054	8.36	-37.78	752.41	0.28	-0.42	-0.05	
0.055	8.36	-38.00	753.29	0.28	-0.42	-0.05	
0.056	9.11	-38.36	752.24	0.28	-0.42	-0.05	
0.057	8.93	-38.53	752.06	0.28	-0.42	-0.05	
0.058	9.86	-38.05	751.71	0.28	-0.42	-0.04	
0.059	9.24	-38.62	752.06	0.28	-0.42	-0.05	
0.060	9.77	-38.58	751.35	0.28	-0.42	-0.05	
0.061	10.21	-38.62	751.18	0.28	-0.42	-0.05	
0.062	9.68	-37.92	752.59	0.28	-0.42	-0.04	
0.063	10.30	-38.27	751.71	0.28	-0.42	-0.04	
0.064	10.34	-38.49	751.71	0.28	-0.43	-0.05	
0.065	10.60	-38.67	751.53	0.28	-0.42	-0.05	
0.066	11.31	-38.75	751.18	0.28	-0.43	-0.05	
0.067	12.10	-38.00	751.71	0.27	-0.43	-0.05	
0.068	12.36	-38.89	750.83	0.27	-0.43	-0.05	
0.069	11.57	-38.40	751.53	0.27	-0.43	-0.05	
0.070	12.45	-38.49	750.65	0.27	-0.43	-0.04	
0.071	12.89	-38.44	751.18	0.27	-0.43	-0.05	
0.072	12.63	-38.53	751.71	0.27	-0.43	-0.05	
0.073	12.76	-38.80	750.83	0.27	-0.43	-0.05	
0.074	13.51	-39.46	751.71	0.27	-0.44	-0.05	
0.075	13.42	-38.97	751.18	0.27	-0.44	-0.05	
0.076	13.82	-39.86	751.18	0.27	-0.44	-0.04	
0.077	15.18	-39.19	752.41	0.27	-0.44	-0.05	
0.078	14.74	-38.71	751.00	0.27	-0.44	-0.05	
0.079	14.92	-39.55	751.88	0.27	-0.44	-0.05	
0.080	14.26	-39.19	752.24	0.27	-0.44	-0.05	
0.081	15.40	-40.08	751.88	0.26	-0.44	-0.05	
0.082	15.88	-39.33	752.06	0.27	-0.44	-0.05	
0.083	15.71	-40.12	751.88	0.27	-0.45	-0.05	
0.084	15.53	-40.16	752.41	0.26	-0.45	-0.05	
0.085	15.80	-40.34	753.12	0.26	-0.45	-0.05	
0.086	16.32	-40.38	753.12	0.26	-0.45	-0.05	
0.087	16.68	-39.68	752.94	0.26	-0.45	-0.05	
0.088	17.29	-40.65	753.29	0.26	-0.45	-0.05	
0.089	17.07	-40.38	753.29	0.26	-0.45	-0.05	
0.090	17.47	-40.43	752.94	0.26	-0.45	-0.05	
0.091	17.78	-39.94	752.59	0.26	-0.45	-0.05	
0.092	17.16	-40.38	753.65	0.26	-0.45	-0.05	
0.093	18.13	-40.65	754.00	0.26	-0.45	-0.05	
0.094	17.42	-40.78	753.82	0.26	-0.45	-0.05	
0.095	16.76	-41.13	753.65	0.25	-0.46	-0.05	
