0.000	2.20	-14.06	13.92	-0.01	0.01	-0.02	
0.001	1.32	-14.55	13.75	-0.01	0.01	-0.02	
0.002	2.38	-15.21	13.22	-0.02	0.01	-0.02	
0.003	2.20	-15.25	13.92	-0.01	0.01	-0.02	
0.004	2.82	-14.90	12.87	-0.01	0.01	-0.02	
0.005	1.23	-14.95	14.10	-0.02	0.01	-0.02	
0.006	2.55	-14.11	12.87	-0.01	0.01	-0.02	
0.007	2.55	-14.77	13.75	-0.01	0.01	-0.02	
0.008	1.85	-15.03	13.57	-0.01	0.01	-0.02	
0.009	2.11	-15.08	13.57	-0.01	0.01	-0.02	
0.010	1.50	-15.17	12.87	-0.01	0.01	-0.02	
0.011	1.85	-15.12	14.28	-0.01	0.01	-0.02	
0.012	1.67	-15.08	13.04	-0.01	0.01	-0.02	
0.013	1.94	-15.17	12.87	-0.01	0.01	-0.02	
0.014	1.85	-14.20	14.45	-0.01	0.01	-0.02	
0.015	1.76	-15.21	14.10	-0.02	0.01	-0.02	
0.016	1.67	-15.03	13.22	-0.01	0.01	-0.02	
0.017	2.29	-14.28	14.10	-0.01	0.01	-0.02	
0.018	2.11	-14.90	13.40	-0.01	0.01	-0.02	
0.019	2.11	-14.90	13.92	-0.01	0.01	-0.02	
0.020	2.38	-14.46	13.04	-0.01	0.01	-0.02	
0.021	1.58	-15.56	14.10	-0.01	0.01	-0.02	
0.022	1.67	-14.55	13.22	-0.01	0.01	-0.02	
0.023	2.29	-14.73	13.22	-0.01	0.01	-0.02	
0.024	1.67	-15.08	13.40	-0.01	0.01	-0.02	
0.025	2.20	-14.95	13.04	-0.02	0.01	-0.02	
0.026	2.20	-14.55	14.10	-0.01	0.01	-0.02	
0.027	1.76	-15.39	14.10	-0.01	0.01	-0.02	
0.028	2.38	-15.52	13.92	-0.01	0.01	-0.02	
0.029	2.99	-14.99	14.28	-0.02	0.01	-0.02	
0.030	2.11	-14.86	13.57	-0.01	0.01	-0.02	
0.031	1.50	-14.86	13.75	-0.01	0.01	-0.02	
0.032	1.85	-14.50	13.22	-0.02	0.01	-0.02	
0.033	2.46	-14.90	13.40	-0.01	0.01	-0.02	
0.034	2.20	-15.08	13.04	-0.02	0.01	-0.02	
0.035	1.50	-14.99	13.57	-0.02	0.01	-0.02	
0.036	3.34	-15.52	14.28	-0.01	0.01	-0.02	
0.037	1.67	-15.52	14.45	-0.02	0.01	-0.02	
0.038	2.02	-14.86	13.57	-0.01	0.01	-0.02	
0.039	1.94	-15.74	14.28	-0.01	0.01	-0.02	
0.040	2.02	-14.73	12.87	-0.01	0.01	-0.02	
0.041	1.50	-15.25	13.57	-0.01	0.01	-0.02	
0.042	2.73	-14.95	14.45	-0.01	0.01	-0.02	
0.043	1.94	-14.20	13.57	-0.01	0.01	-0.02	
0.044	2.11	-15.03	13.92	-0.02	0.01	-0.02	
0.045	2.20	-14.37	14.81	-0.02	0.01	-0.02	
0.046	2.29	-14.33	14.10	-0.01	0.01	-0.02	
0.047	2.64	-15.39	13.57	-0.01	0.01	-0.02	
0.048	2.29	-14.73	13.57	-0.01	0.01	-0.02	
0.049	2.46	-14.20	14.10	-0.01	0.01	-0.02	
0.050	1.06	-15.30	13.57	-0.02	0.01	-0.02	
0.051	1.76	-14.81	13.92	-0.01	0.01	-0.02	
0.052	1.58	-14.59	13.40	-0.01	0.01	-0.02	
0.053	1.94	-14.46	13.40	-0.02	0.01	-0.02	
0.054	2.55	-14.46	13.92	-0.01	0.01	-0.02	
